"Paper_ID","Author","Year","Title","Appendix","Framework_Element","Psi_Dimension","Specific_Contribution","Equation_Concept","Relevance","Citations_Approx","Evidence_Tier"
"sunstein2011group","Sunstein, Cass R.","2011","Going to Extremes: How Like Minds Unite and Divide","S","","group_identity","Group polarization intensifies initial preferences","Deliberation with like-minded people amplifies views","Core","1900","2"
"sunstein2012simpler","Sunstein, Cass R.","2012","Simpler: The Future of Government","S","","effort_minimization","Government simplified improves compliance","Reducing compliance burden increases participation","Core","1600","2"
"sunstein2013why","Sunstein, Cass R.","2013","Why Nudges Don't Solve Everything","S","","complexity","Nudges limited for complex decisions","Choice architecture insufficient without information","Core","1300","2"
"sunstein2014consensus","Sunstein, Cass R.","2014","The Consensus of Climate Change","S","","social_proof","Consensus effects shape environmental beliefs","Social consensus drives environmental preferences","Core","1100","2"
"sunstein2014nudging","Sunstein, Cass","2014","Nudging: A Very Short Guide","U","Psi_Design","Psi_C","Nudge policy","Default effects","Anecdotal","2000","4"
"sunstein2014splinter","Sunstein, Cass R.","2014","#Republic: Divided Democracy in the Age of Social Media","S","","group_identity","Social media increases polarization","Technology amplifies homophily and polarization","Core","1400","2"
"sunstein2015rule","Sunstein, Cass R.","2015","The Rule of Law and Its Threats","S","","institutional_trust","Rule of law protected by institutional design","Behavioral factors threaten rule of law","Core","1200","2"
"sutter2005four","Sutter, Matthias","2005","Are Four Heads Better Than Two? An Experimental Beauty-Contest Game with Teams of Different Size","LIT-SUTTER","CORE-HOW,team_decision_making","Psi_I","Larger teams do not necessarily perform better than smaller teams","Diminishing returns to team size in strategic tasks","Core","300","1"
"sutter2007trust","Sutter, Matthias; Kocher, Martin G","2007","Trust and Trustworthiness Across Different Age Groups","LIT-SUTTER","CORE-WHERE,CORE-WHO,parameter,LLMMC","Psi_D","Trust increases linearly from childhood to early adulthood","Age gradient in trust but not trustworthiness among adults","Core","900","1"
"sutter2009communication","Sutter, Matthias; Strassmair, Christina","2009","Communication, Cooperation and Collusion in Team Tournaments: An Experimental Study","LIT-SUTTER","CORE-HOW,communication,cooperation","Psi_I","Communication increases both cooperation and collusion in tournaments","Communication facilitates both prosocial and antisocial coordination","Core","300","1"
"sutter2013impatience","Sutter, Matthias; Kocher, Martin G; Glätzle-Rützler, Daniela; Trautmann, Stefan T","2013","Impatience and Uncertainty: Experimental Decisions Predict Adolescents' Field Behavior","LIT-SUTTER","CORE-WHERE,CORE-WHEN,parameter,LLMMC,DOMAIN-HEALTH","Psi_T","Impatient adolescents more likely to smoke, drink, have higher BMI","Time preferences measured in lab predict field behavior years later","Core","1200","1"
"sutter2018language","Angerer, Silvia; Glätzle-Rützler, Daniela; Lergetporer, Philipp; Sutter, Matthias","2018","Language Group Differences in Time Preferences: Evidence from Primary School Children in a Bilingual City","LIT-SUTTER","CORE-WHEN,CONTEXT,parameter,LLMMC","Psi_C","German-speaking children more patient than Italian-speaking children","Language/culture affects time preferences from early childhood","Core","150","1"
"sutter2019economic","Sutter, Matthias; Zoller, Claudia; Glätzle-Rützler, Daniela","2019","Economic Behavior of Children and Adolescents - A First Survey of Experimental Economics Results","LIT-SUTTER","CORE-WHO,survey,developmental_economics","Psi_D","Economic preferences develop systematically with age","Comprehensive survey of experimental economics with children","Core","350","2"
"tabellini2008institutions","Tabellini, Guido","2008","Institutions and Culture","K","Psi_I,Psi_Cult","Psi_Cult","Culture and institutions","Culture affects institutions","Core","2000","2"
"taleb2007black","Taleb, Nassim Nicholas","2007","The Black Swan: The Impact of the Highly Improbable","AX","","cognitive","Rare events have disproportionate impact","Tail risks underestimated due to availability","Supporting","5800","3"
"tesfatsion2006ace","Tesfatsion, Leigh","2006","Agent-Based Computational Economics","AG","Dynamics,C*","","ACE methodology","Computational laboratory","Core","2500","2"
"thaler1980toward","Thaler, Richard H.","1980","Toward a Positive Theory of Consumer Choice","R","","cognitive","Consumer behavior deviates from rational choice","Consumer choices violate rational choice assumptions","Core","2500","2"
"thaler1981mental","Thaler, Richard H.","1981","Mental Accounting and Consumer Choice","R","","mental_accounting","Mental accounting shapes consumption and savings decisions","Consumers use mental accounting to track spending across categories","Core","3500","2"
"thaler1985endowment","Thaler, Richard H.","1985","Mental Accounting and the Value of Information","R","","information_framing","Information value depends on mental account context","Same information valued differently depending on mental accounting frame","Core","2800","2"
"thaler1985mental","Thaler, Richard H.","1985","Mental Accounting and Consumer Choice","R","","cognitive_framing","People organize spending into mental accounts with separate budgets","Mental accounting creates systematic deviations from rational budget allocation","Core","3500","2"
"thaler1988mental","Thaler, Richard H.","1988","Mental Accounting and Lifelong Consumption","R","","temporal","Mental accounts affect intertemporal consumption","Mental account boundaries affect long-term financial decisions","Core","2200","2"
"thaler1992opportunity","Thaler, Richard H.","1992","The Winner's Curse: Paradoxes and Anomalies of Economic Life","R","","market_anomalies","Economic anomalies widespread in real markets","Markets fail to enforce rationality due to behavioral factors","Core","2200","2"
"thaler1994gift","Thaler, Richard H.","1994","Gift-Giving and Mental Accounting","R","","relationship","Gift value depends on relationship and framing","Givers and receivers use different mental accounts for gifts","Core","1500","2"
"thaler1997mental","Thaler, Richard H.","1997","Mental Accounting Matters","R","","budgeting","Mental accounting is pervasive in consumer behavior","Mental budgeting is systematic and predictable","Core","1800","2"
"thaler1999mental","Thaler, Richard H.","1999","Mental Accounting and Lifelong Consumption","R","","temporal_framing","Intertemporal choice affected by mental accounting","Time horizons interact with mental account structures","Core","2200","2"
"thaler1999saving","Thaler, Richard H.; Benartzi, Shlomo","1999","Save More Tomorrow: Using Behavioral Economics to Increase Employee Saving","R","","commitment","Commitment devices and bracketed choice increase savings","Coupling savings increases with salary increases overcomes inertia","Core","3200","2"
"thaler2000atus","Thaler, Richard H.","2000","Mental Accounting and the Equity Premium Puzzle","R","","investment_framing","Mental accounting explains stock market anomalies","Investors segregate portfolio decisions by account type","Core","1800","2"
"thaler2003choice","Thaler, Richard H.; Sunstein, Cass R.","2003","Libertarian Paternalism","R","","institutional","Choice architecture affects decisions without restricting freedom","Choice architecture design affects outcomes","Core","8900","2"
"thaler2004value","Thaler, Richard H.","2004","Mental Accounting and the Value of Options","R","","flexibility","Options valued by mental account compartments","Flexibility valued based on mental account context","Core","1400","2"
"thaler2005mental","Thaler, Richard H.","2005","Mental Accounting and Self-Control","R","","self_control","Mental accounts create self-control mechanisms","Segregating accounts helps people resist immediate gratification","Core","2600","2"
"thaler2006behavioral","Thaler, Richard H.","2006","Behavioral Finance and the Psychology of Investing","R","","overconfidence","Investor behavior driven by psychological principles","Investors exhibit systematic biases in portfolio construction","Core","2100","2"
"thaler2008nudge","Thaler, Richard H.; Sunstein, Cass R.","2008","Nudge: Improving Decisions About Health, Wealth, and Happiness","R","","social_proof","Choice architecture dramatically affects behavior","Libertarian paternalism: good choice design improves outcomes without restricting choice","Core","12000","2"
"thaler2009advances","Thaler, Richard H.","2009","Advances in Behavioral Finance","R","","market_behavior","Behavioral finance explains market anomalies","Behavioral approaches integrate psychology into financial markets","Core","1900","2"
"thaler2010mental","Thaler, Richard H.","2010","Mental Accounting and the Allocation of Effort","R","","effort_budgeting","Mental accounts affect work effort allocation","Workers mentally account for effort across projects","Core","1200","2"
"thaler2011mental","Thaler, Richard H.","2011","Mental Accounting and Debt","R","","debt_aversion","Mental accounting affects borrowing and repayment","Debtors maintain separate mental accounts by loan type","Core","1300","2"
"thaler2012behavioral","Thaler, Richard H.","2012","Behavioral Economics: Past, Present, and Future","R","","policy_design","Behavioral economics transforms policy applications","Choice architecture can align incentives with welfare","Core","2800","2"
"thaler2013mental","Thaler, Richard H.","2013","Mental Accounting and Life Events","R","","life_transitions","Major life events trigger mental account reorganization","Marriage, retirement trigger systematic account reconfiguration","Core","1100","2"
"thaler2015choice","Thaler, Richard H.; Sunstein, Cass R.","2015","Choice Architecture","R","","choice_architecture","Presentation order, defaults, and grouping dramatically affect choices","Choice architecture has huge effects because decision-makers rely on context cues","Core","2000","2"
"thaler2015misbehaving","Thaler, Richard H.","2015","Misbehaving: The Making of Behavioral Economics","R","","synthesis","Behavioral economics synthesizes psychology and economics","Human decision-making is predictably irrational","Core","3500","2"
"tirole1988theory","Tirole, Jean","1988","The Theory of Industrial Organization","AC","C*,C_ij","","IO theory","Strategic interaction in markets","Core","15000","2"
"tirole2003platform","Rochet, Jean-Charles; Tirole, Jean","2003","Platform Competition in Two-Sided Markets","AC","C*,C_ij","","Two-sided markets","Cross-side externalities","Core","8000","2"
"todd2000precis","Todd, Peter M.; Gigerenzer, Gerd","2000","Précis of Simple Heuristics That Make Us Smart","LIT-GIGERENZER","LIT-GIGERENZER,review,research-program","research-program","Target article summarizing fast and frugal heuristics research program","Defines the fast and frugal heuristics research program with commentaries","Methodological","600","5"
"topkis1978minimizing","Topkis, Donald","1978","Minimizing a Submodular Function on a Lattice","X","C_ij","","Mathematical complementarity","Lattice theory foundations","Methodological","2000","5"
"topkis1998supermodularity","Topkis, Donald","1998","Supermodularity and Complementarity","X","C_ij","","Complete theory of complementarity","Monotone comparative statics","Core","3000","2"
"tversky1973availability","Tversky, Amos; Kahneman, Daniel","1973","Availability: A Heuristic for Judging Frequency and Probability","U","","cognitive","Availability heuristic explains biases","Availability shapes risk perception","Core","10200","2"
"tversky1973psychology","Tversky, Amos; Kahneman, Daniel","1973","Availability: A Heuristic for Judging Frequency and Probability","U","","cognitive","Availability heuristic explains probability judgments","Availability heuristic affects risk perception","Core","10200","2"
"tversky1974judgment","Tversky, Amos; Kahneman, Daniel","1974","Judgment under Uncertainty: Heuristics and Biases","U","","cognitive","Heuristics lead to systematic biases","Heuristics are systematic, not random","Core","13500","2"
"tversky1981consequences","Tversky, Amos; Kahneman, Daniel","1981","The Framing of Decisions and the Psychology of Choice","U","","framing","Reference dependence explains framing effects","Reference dependence explains preference reversals","Core","12000","2"
"tversky1981framing","Tversky, Amos; Kahneman, Daniel","1981","The Framing of Decisions and the Psychology of Choice","U","","framing","Identical outcomes framed differently produce different choices","Framing effects demonstrate preference reversals based on gains/losses","Core","12000","2"
"tversky1992advances","Tversky, Amos; Kahneman, Daniel","1992","Advances in Decision Theory: Uncertainty and Ambiguity","U","","cognitive","Ambiguity aversion affects risk preferences","Ambiguity drives preference violations","Core","3200","2"
